,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,proper,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
4140,PSI:DRAFT,2020-09-28,33,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[220697.17, 221454.075, 222093.75, 222849.1, 223378.1, 223775.0, 224116.75, 224439.9, 224734.25, 225003.4, 225266.2, 225545.0, 225792.45, 226110.8, 226416.75, 226751.5, 227112.25, 227476.2, 227904.35, 228437.8, 229225.5, 229911.95, 230680.83]",231123.0,5.0,True,,0.9799794368319904,0.98,0.0,230680.83,220697.17,225545.0,
4141,SteveMcConnell:CovidComplete,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[217250.5, 217251.0, 217459.9, 217877.8, 218295.7, 218713.6, 219131.5, 219549.4, 219967.3, 220385.2, 220803.1, 221221.0, 221602.9, 221984.8, 222366.7, 222748.6, 223130.5, 223512.4, 223894.3, 224276.2, 224658.1, 224849.0, 224849.5]",219681.0,3.0,True,-2.924532261985573,0.9554687590726811,0.98,0.00011962238711470119,224849.5,217250.5,221221.0,4.31572846134642
4142,CovidAnalytics:DELPHI,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212979.04361005602, 213443.799071593, 213843.514408082, 214304.36059173, 214615.291323965, 214862.40921324, 215074.414358444, 215264.801531132, 215441.223619988, 215608.63092995898, 215770.599439745, 215930.0, 216089.400560255, 216251.36907004102, 216418.776380012, 216595.198468868, 216785.585641556, 216997.59078676, 217244.708676035, 217555.63940827, 218016.485591918, 218416.200928407, 218880.95638994398]",219681.0,3.0,True,,0.9799678807976941,0.98,0.0,218880.95638994398,212979.04361005602,215930.0,
4143,CovidAnalytics:DELPHI,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[210031.554197144, 210411.025442456, 210737.391648044, 211113.67098132602, 211367.54486110102, 211569.315772781, 211742.41724897898, 211897.867724531, 212041.915756882, 212178.60325309602, 212310.849987554, 212441.0, 212571.150012446, 212703.39674690398, 212840.084243118, 212984.132275469, 213139.58275102102, 213312.684227219, 213514.45513889898, 213768.32901867398, 214144.608351956, 214470.974557544, 214850.445802856]",214656.0,2.0,True,-5.055794273966661,0.9799605664685969,0.98,4.169073304222115e-05,214850.445802856,210031.554197144,212441.0,12.52713556944679
4144,GT:DeepCOVID,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212047.2407, 212325.4948, 212736.2142, 213914.0844, 214499.9567, 214737.7819, 214957.3006, 215208.0056, 215271.6548, 215441.2878, 215582.1315, 215810.5929, 215927.6322, 216084.5612, 216252.9194, 216388.4689, 216480.3606, 216922.8036, 216992.4487, 217484.1976, 217884.7724, 218055.9403, 218946.3092]",214656.0,2.0,True,-1.5812965259937597,0.9799743706032953,0.98,0.00023687385662007204,218946.3092,212047.2407,215810.5929,2.2048252697096666
4145,USACE:ERDC_SEIR,2020-09-28,33,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[235823.125407758, 236410.461327263, 236951.891333712, 237573.616839861, 238040.287977875, 238401.64086051602, 238733.96144569802, 239034.355287563, 239297.07224264301, 239542.925977333, 239790.117105894, 240021.37907414397, 240252.168845665, 240487.345504767, 240732.063536685, 240998.856814923, 241276.515663114, 241594.37677706103, 241971.698332157, 242458.915581995, 243188.643025992, 243792.27631412898, 244424.873783065]",231123.0,5.0,True,,0.9799706240679271,0.98,0.0,244424.873783065,235823.125407758,240021.37907414397,
4146,NotreDame:mobility,2020-09-28,40,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[229133.0, 229217.05, 229300.1, 229402.0, 229484.0, 229561.0, 229633.0, 229700.6, 229764.0, 229827.0, 229899.0, 229998.0, 230134.3, 230972.2, 231377.0, 231579.4, 231746.5, 232016.8, 232365.0, 232621.4, 232860.4, 233066.8, 233214.86]",238013.0,6.0,True,,0.9798013242467232,0.98,0.0,233214.86,229133.0,229998.0,
4147,JHUAPL:Bucky,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[208222.88975999897, 208247.947575, 208278.396599999, 208325.500099999, 208383.89504999897, 208440.0984, 208513.09025, 208569.612899999, 208625.966549999, 208693.406599999, 208748.752799999, 208808.77800000002, 208862.581049999, 208913.293199999, 208964.53684999899, 209002.24129999898, 209048.9165, 209091.77859999897, 209133.5344, 209177.44169999898, 209226.86385, 209256.775949999, 209274.238959999]",209649.0,1.0,True,,0.9784034460733196,0.98,0.0,209274.238959999,208222.88975999897,208808.77800000002,
4148,NotreDame:mobility,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212045.02, 212074.1, 212108.0, 212148.2, 212176.0, 212199.0, 212220.0, 212237.0, 212254.0, 212269.0, 212288.0, 212309.0, 212329.0, 212350.0, 212371.0, 212395.0, 212422.0, 212451.0, 212481.0, 212516.8, 212562.0, 212614.95, 212657.96]",214656.0,2.0,True,,0.9793467553706428,0.98,0.0,212657.96,212045.02,212309.0,
4149,DDS:NBDS,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[213234.0, 213580.0, 213939.0, 214377.0, 214726.0, 215035.0, 215323.0, 215593.0, 215863.0, 216186.0, 216471.0, 216725.0, 217031.0, 217335.0, 217679.0, 218069.0, 218517.0, 218997.0, 219580.0, 220327.0, 221405.0, 222314.0, 223395.0]",219681.0,3.0,True,-3.888875601901657,0.9799750308225202,0.98,7.38597730914059e-05,223395.0,213234.0,216725.0,6.989701146877539
4150,IHME:CurveFit,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[206478.314338491, 206610.74495145, 206789.71412167102, 207216.822962034, 207478.64185856, 207707.924514395, 207849.114683071, 207980.50024369897, 208142.614766057, 208252.750984056, 208405.957563533, 208534.334007446, 208671.854827683, 208838.33040962802, 208979.44920340698, 209086.110432205, 209185.549491851, 209313.12494501198, 209477.99100568698, 209643.021718631, 209866.72394486, 210121.56266583802, 210365.659904708]",209649.0,1.0,True,-1.4208701859813866,0.9798837216189267,0.98,0.00025970384923276746,210365.659904708,206478.314338491,208534.334007446,2.034876426537728
4151,GT:DeepCOVID,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[207420.6484, 207899.6533, 208012.835, 208311.1373, 208821.1868, 209200.4948, 209371.6725, 209592.2298, 209645.599, 209793.2409, 209816.7647, 209883.7107, 209957.3418, 210088.21899999998, 210275.5556, 210482.5017, 210705.4741, 211000.6658, 211266.8447, 211526.1311, 211720.5811, 211845.8348, 211983.6652]",209649.0,1.0,True,-0.08861158660613544,0.979907780342884,0.98,0.0005055622822602718,211983.6652,207420.6484,209883.7107,1.045301952357285
4152,DDS:NBDS,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[207673.0, 207821.0, 207961.0, 208152.0, 208295.0, 208422.0, 208530.0, 208632.0, 208738.0, 208834.0, 208934.0, 209020.0, 209142.0, 209245.0, 209368.0, 209487.0, 209644.0, 209831.0, 210048.0, 210327.0, 210812.0, 211233.0, 211692.0]",209649.0,1.0,True,-1.200804750449767,0.9799408624437449,0.98,0.00028991119680377153,211692.0,207673.0,209020.0,1.8228521233781876
4153,IHME:CurveFit,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[210791.072962843, 211095.096508002, 211390.033088464, 212159.57761388802, 212664.694996161, 213022.727396055, 213299.377810412, 213523.476364205, 213792.93526968398, 214037.682054038, 214337.77303290603, 214581.387964715, 214824.56451301, 215101.4883428, 215356.00778008302, 215561.78227386, 215754.35388657398, 216043.92475291103, 216265.514815061, 216655.28262209, 217115.61378306602, 217696.541437327, 218050.795826784]",214656.0,2.0,True,-1.8313216310103746,0.9799211062686883,0.98,0.0002090378208050303,218050.795826784,210791.072962843,214581.387964715,2.498425704966742
4154,UCSD_NEU:DeepGLEAM,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[214026.763629342, 215643.179579075, 216587.485656649, 217796.35667826398, 218722.856500517, 219512.909517316, 220244.64288556, 220939.79942971398, 221625.658824525, 222322.552545362, 223024.713373749, 223741.048692475, 224325.101000775, 224913.78864485602, 225525.652967837, 226169.96464128, 226865.265008305, 227644.00141937198, 228543.256560724, 229683.549162644, 231366.176050843, 232826.306821595, 235681.673662175]",219681.0,3.0,True,-4.079320344490488,0.9799999922171937,0.98,6.715114444797582e-05,235681.673662175,214026.763629342,223741.048692475,7.6879961604388765
4155,GT:DeepCOVID,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[218660.1818, 218810.5648, 218889.7988, 219414.9089, 219615.31600000002, 220275.7045, 220580.0394, 220674.1362, 220820.5536, 221308.3466, 221478.5295, 221597.8357, 221972.2226, 222090.0441, 222326.212, 222502.1189, 222696.5908, 222942.39899999998, 223420.0431, 223553.9725, 224434.4336, 225329.924, 225453.4894]",219681.0,3.0,True,-3.2174601853664635,0.9797990007628508,0.98,0.00010332465749317288,225453.4894,218660.1818,221597.8357,4.996462153472189
4156,UMich:RidgeTfReg,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[222125.669096047, 222130.590531284, 222138.79292334602, 222160.88494889898, 222187.08295369, 222212.32424747103, 222229.994503729, 222243.184465647, 222252.744729236, 222362.79861483898, 222505.24480673, 222668.548824337, 222797.15375624198, 222890.378817389, 222953.42642070897, 222994.618695475, 223324.840667765, 223767.109735081, 224200.466842437, 224496.23477821102, 224704.464691416, 224765.50865203698, 224802.135028409]",219681.0,3.0,True,,0.9778898349899869,0.98,0.0,224802.135028409,222125.669096047,222668.548824337,
4157,DDS:NBDS,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[210674.0, 210914.0, 211176.0, 211464.0, 211699.0, 211905.0, 212110.0, 212313.0, 212495.0, 212671.0, 212883.0, 213071.0, 213258.0, 213490.0, 213720.0, 213964.0, 214260.0, 214603.0, 215028.0, 215509.0, 216261.0, 216845.0, 217536.0]",214656.0,2.0,True,-2.8398787120878124,0.9799611413768485,0.98,0.00012624653924314666,217536.0,210674.0,213071.0,4.136869556508428
4158,IHME:CurveFit,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[215244.60114638897, 215755.304091473, 216219.104502529, 217375.036951415, 218187.991115963, 218712.585850504, 219055.074815937, 219460.54374737397, 219846.387732195, 220283.205776877, 220724.423657774, 221121.854826988, 221521.77945196102, 221898.339852253, 222261.572662188, 222622.971427885, 222971.57340539698, 223342.31000741897, 223756.381805553, 224374.09467103198, 225155.401672431, 225998.702294048, 226893.265250879]",219681.0,3.0,True,-2.7241089208309726,0.9799764112983655,0.98,0.00013223116987595707,226893.265250879,215244.60114638897,221121.854826988,3.904206104879838
4159,USACE:ERDC_SEIR,2020-09-28,40,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[242434.992521358, 243170.996801513, 243853.002372302, 244627.676202828, 245220.401666858, 245671.429372043, 246085.640158362, 246463.87474976399, 246793.538468319, 247108.971293965, 247421.62602398603, 247708.87439930698, 248005.375753135, 248305.96084215603, 248610.19744658802, 248942.744984085, 249295.597119845, 249697.49299750602, 250175.994425281, 250785.91873552802, 251721.722172825, 252504.530085129, 253296.36923315897]",238013.0,6.0,True,,0.9799753351117352,0.98,0.0,253296.36923315897,242434.992521358,247708.87439930698,
4160,USACE:ERDC_SEIR,2020-09-28,54,2020-11-21,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[254905.24366180602, 255931.279630893, 256886.066540759, 257966.902290575, 258796.68069648603, 259441.74590763802, 260011.282151577, 260537.709148778, 261010.569468037, 261465.533403738, 261911.89498968, 262318.119789349, 262744.221704585, 263173.48338210396, 263603.25879526604, 264068.07818218, 264572.936530763, 265139.730091836, 265836.327241254, 266700.97005898197, 268033.475335192, 269185.45814600104, 270340.640180041]",255861.0,8.0,True,-6.508492806048392,0.9799827624916267,0.98,1.8469686454073396e-05,270340.640180041,254905.24366180602,262318.119789349,25.90008894900717
4161,USACE:ERDC_SEIR,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[222572.948520108, 222887.09084481, 223179.98711187398, 223516.525616153, 223762.108680952, 223955.110445416, 224134.172111703, 224294.358176581, 224434.19236636898, 224563.530280905, 224694.30801412, 224820.896916936, 224945.270160015, 225069.001435087, 225204.940038874, 225347.935526858, 225495.07621100103, 225663.395781566, 225866.207303998, 226122.603521632, 226502.593771571, 226815.87424867103, 227164.943977755]",219681.0,3.0,True,,0.979950346329035,0.98,0.0,227164.943977755,222572.948520108,224820.896916936,
4162,JHUAPL:Bucky,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[216829.873089999, 217007.164775, 217164.84989999898, 217383.244599999, 217533.90525, 217666.4306, 217776.5625, 217887.51899999997, 217982.69385, 218068.772199999, 218177.99615, 218277.76449999897, 218381.70075, 218458.2836, 218537.95895, 218635.3216, 218727.187249999, 218825.3452, 218923.90799999898, 219042.4739, 219208.9682, 219344.7129, 219551.54766999997]",219681.0,3.0,True,,0.9799679982872791,0.98,0.0,219551.54766999997,216829.873089999,218277.76449999897,
4163,COVIDhub:baseline,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[204490.0, 206010.3, 207689.0, 208094.4, 208615.6, 208969.6, 209113.25, 209285.6, 209335.65, 209483.2, 209676.5, 209698.0, 209719.5, 209912.8, 210060.35, 210110.4, 210282.75, 210426.4, 210780.4, 211301.6, 211707.0, 213385.7, 215656.83]",209649.0,1.0,True,-0.4794837308961464,0.9799934888643744,0.98,0.0004158128037274056,215656.83,204490.0,209698.0,1.2709210393418113
4164,COVIDhub:ensemble,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[207579.0, 207858.0, 207986.0, 208177.0, 208339.0, 208487.0, 208642.0, 208756.0, 208856.0, 208961.0, 209042.0, 209229.0, 209351.0, 209411.0, 209464.0, 209535.0, 209677.0, 209852.0, 210031.0, 210175.0, 210485.0, 210600.0, 210959.0]",209649.0,1.0,True,-1.1133778423765444,0.9799996483677569,0.98,0.00030286528788373013,210959.0,207579.0,209229.0,1.7448854716151694
4165,PSI:DRAFT,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[214624.56, 215084.5, 215476.15, 215940.7, 216262.4, 216508.8, 216718.0, 216910.8, 217097.65, 217264.2, 217424.65, 217594.5, 217747.45, 217943.6, 218122.7, 218328.5, 218545.75, 218775.8, 219040.9, 219366.7, 219859.7, 220281.6, 220750.52]",219681.0,3.0,True,-3.3737856243067847,0.9799654911742854,0.98,9.555608246575309e-05,220750.52,214624.56,217594.5,5.402667494977513
4166,IHME:CurveFit,2020-09-28,40,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[231247.53597164102, 232548.827547493, 234178.958245542, 236576.56222133103, 238097.25295334897, 239205.559345908, 240039.665670777, 241006.80574893398, 241871.31339973898, 242892.47380128, 243951.656467392, 244860.23359107398, 245742.312293691, 246723.94739713802, 247480.382914048, 248247.35616880102, 249240.44306473603, 250559.613881607, 251754.98643172698, 253223.119590688, 256012.20161876897, 258229.09818899, 260724.01574889602]",238013.0,6.0,True,-5.143319218106602,0.9799902398902307,0.98,3.789700666678025e-05,260724.01574889602,231247.53597164102,244860.23359107398,13.087526605038393
4167,COVIDhub:ensemble,2020-09-28,26,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[217976.0, 218803.0, 219818.0, 220447.0, 221074.0, 221458.0, 221784.0, 222145.0, 222782.0, 223427.0, 223928.0, 224955.0, 225453.0, 225676.0, 225884.0, 226201.0, 226693.0, 227440.0, 228123.0, 229290.0, 231130.0, 231749.0, 232071.0]",225383.0,4.0,True,-2.7314883402414436,0.9799193402248338,0.98,0.0001300669901406204,232071.0,217976.0,224955.0,3.9186381006005466
4168,PSI:DRAFT,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[208027.85, 208192.825, 208332.6, 208493.7, 208599.55, 208682.8, 208752.75, 208820.0, 208880.0, 208940.2, 209001.55, 209058.5, 209111.0, 209173.4, 209239.35, 209303.9, 209377.5, 209455.0, 209546.3, 209662.3, 209838.25, 209987.15, 210148.15]",209649.0,1.0,True,-0.7045185747878078,0.9798958349920582,0.98,0.0003715627449021597,210148.15,208027.85,209058.5,1.4222772544756148
4169,COVIDhub:baseline,2020-09-28,26,2020-10-24,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[204490.0, 208936.68583160802, 211942.37888353897, 215820.703483035, 218025.010881109, 219573.258203582, 220827.425906759, 221891.68063180603, 222860.98826838302, 223737.517262173, 224558.641107911, 225341.064575646, 226104.928521285, 226919.651687517, 227779.82324723198, 228719.790675907, 229789.160944109, 231050.018261183, 232672.551183512, 235057.246494465, 239779.49193591898, 245244.162663127, 250602.500206102]",225383.0,4.0,True,-4.11705942481021,0.9799969087262386,0.98,6.505701792444696e-05,250602.500206102,204490.0,225341.064575646,7.834442454577093
4170,JHUAPL:Bucky,2020-09-28,33,2020-10-31,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[223884.10706999997, 224360.910625, 224798.63815, 225256.1982, 225523.34115, 225787.997, 225995.51175000102, 226186.8874, 226379.28315, 226573.002199999, 226713.9277, 226899.0865, 227041.7294, 227219.8974, 227365.69859999898, 227528.385100001, 227739.1905, 227912.0692, 228142.35965, 228464.1216, 228890.59405, 229247.45477499897, 229812.62088000003]",231123.0,5.0,True,,0.9799907909684393,0.98,0.0,229812.62088000003,223884.10706999997,226899.0865,
4171,CovidAnalytics:DELPHI,2020-09-28,40,2020-11-07,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[220060.71745137, 220717.980928262, 221283.263778214, 221934.99870129602, 222374.721159781, 222724.1986303, 223024.01918194, 223293.267303658, 223542.76581442, 223779.515502621, 224008.573565837, 224234.0, 224459.426434163, 224688.484497379, 224925.23418558, 225174.732696342, 225443.98081806, 225743.8013697, 226093.278840219, 226533.00129870398, 227184.736221786, 227750.019071738, 228407.28254863]",238013.0,6.0,True,,0.9799773080920569,0.98,0.0,228407.28254863,220060.71745137,224234.0,
4172,JHUAPL:Bucky,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[212701.29728, 212768.7052, 212863.0917, 212961.8338, 213070.6564, 213155.2088, 213238.725, 213330.4766, 213429.194, 213519.5188, 213602.5203, 213693.813, 213776.72, 213855.1444, 213930.27209999898, 213986.7828, 214057.2725, 214118.096399999, 214197.68984999898, 214270.80439999897, 214366.49785, 214430.44697499898, 214517.01657999898]",214656.0,2.0,True,,0.979824498268035,0.98,0.0,214517.01657999898,212701.29728,213693.813,
4173,MOBS:GLEAM_COVID,2020-09-28,12,2020-10-10,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[207307.81408813602, 207554.16367783802, 207794.84531147, 208117.92537553603, 208428.26930922898, 208774.23084228, 209132.53941089, 209492.50241165602, 209740.71310198397, 209996.344435055, 210232.83916050103, 216080.861185427, 220290.359596391, 220893.485025324, 221519.295048582, 222191.342884187, 222919.566330956, 223965.440057806, 225036.038882403, 226227.884951344, 228100.53608705397, 230144.641601765, 231570.91990259397]",214656.0,2.0,True,-9.551456249362047,0.9799655597825018,0.98,4.4037122887974345e-06,231570.91990259397,207307.81408813602,216080.861185427,118.59663632842373
4174,NotreDame:mobility,2020-09-28,5,2020-10-03,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[208141.02, 208162.05, 208181.0, 208203.0, 208219.0, 208233.0, 208243.0, 208253.0, 208263.0, 208276.0, 208285.0, 208296.0, 208307.1, 208317.0, 208328.0, 208340.0, 208354.0, 208370.0, 208387.0, 208406.8, 208432.0, 208455.95, 208483.98]",209649.0,1.0,True,,0.9793718209229196,0.98,0.0,208483.98,208141.02,208296.0,
4175,epiforecasts:ensemble1,2020-09-28,19,2020-10-17,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[207505.0, 207707.0, 207895.0, 208124.0, 208283.0, 208467.0, 208628.0, 208798.0, 208951.0, 209110.0, 209300.0, 209510.0, 209729.0, 209964.0, 210249.0, 210587.0, 211050.0, 211648.0, 212242.0, 213247.0, 214279.0, 214808.0, 215345.0]",219681.0,3.0,True,,0.9799506822560655,0.98,0.0,215345.0,207505.0,209510.0,
