,model,forecast_date,delta,target_end_date,quantile,value,cases,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE,scorecontr
455,CU:scenario_low,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200955.0, 236404.0, 292154.0, 372608.0, 482700.0, 606601.0, 825466.0]",293638.0,3.0,-10.070004276511114,0.9499990538612295,0.95,2.9052469315143936e-06,825466.0,200955.0,372608.0,153.6999212612019
456,CU:scenario_high,2020-08-13,16,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223821.0, 275089.0, 348414.0, 452633.0, 588270.0, 748190.0, 1010934.0]",293638.0,3.0,-10.88421138504464,0.9499993884485161,0.95,1.9336604921912914e-06,1010934.0,223821.0,452633.0,230.92793508548152
457,CU:scenario_mid,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[176213.0, 228825.0, 316865.0, 446150.0, 640495.0, 884237.0, 1331110.0]",291495.0,4.0,-11.072029130677024,0.9499993392725852,0.95,1.766797160220046e-06,1331110.0,176213.0,446150.0,253.66501686079707
458,CU:scenario_high,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[118924.0, 155498.0, 206426.0, 283625.0, 391936.0, 518644.0, 738138.0]",309970.0,7.0,-10.224016338208415,0.9499991616563885,0.95,2.6180989344537497e-06,738138.0,118924.0,283625.0,166.0033832385886
459,CU:scenario_low,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[157199.0, 196725.0, 265206.0, 369465.0, 522616.0, 709681.0, 1061570.0]",291495.0,4.0,-10.368028841009473,0.9499991048502502,0.95,2.5122243056535654e-06,1061570.0,157199.0,369465.0,178.39753816100108
460,LANL:GrowthRate,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[62703.584807893, 101382.177029266, 154541.445075085, 235868.99121795103, 345416.377143619, 465099.946619585, 643551.783945368]",291495.0,4.0,-10.502120232691645,0.9499992163115545,0.95,2.349312759053479e-06,643551.783945368,62703.584807893,235868.99121795103,190.7683979962686
461,CU:select,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[118924.0, 155498.0, 206426.0, 283625.0, 391936.0, 518644.0, 738138.0]",309970.0,7.0,-10.224016338208415,0.9499991616563885,0.95,2.6180989344537497e-06,738138.0,118924.0,283625.0,166.0033832385886
462,CU:scenario_high,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[213651.0, 274303.0, 364133.0, 494323.0, 668505.0, 875732.0, 1229668.0]",291495.0,4.0,-11.33421978526917,0.9499994690287332,0.95,1.549718135207545e-06,1229668.0,213651.0,494323.0,289.19751357030157
463,CU:scenario_mid,2020-08-13,9,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[253116.0, 281045.0, 319843.0, 369668.0, 434044.0, 495707.0, 597494.0]",305813.0,2.0,-9.349699940300223,0.9499989043972289,0.95,4.0810630791837665e-06,597494.0,253116.0,369668.0,107.21648021288671
464,LANL:GrowthRate,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[43767.6413988889, 73267.00999711429, 117603.182509979, 192959.45949006602, 301428.61645951396, 433901.18768668704, 634335.525378135]",240153.0,5.0,-10.603424220941303,0.9499988967214934,0.95,2.460449765373518e-06,634335.525378135,43767.6413988889,192959.45949006602,200.68010251832717
465,CU:nochange,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[165183.0, 252618.0, 388246.0, 645036.0, 1072162.0, 1660172.0, 2718369.0]",282996.0,6.0,-12.072968580995813,0.9499996197509821,0.95,1.087078380958284e-06,2718369.0,165183.0,645036.0,418.4194048993999
466,CU:scenario_low,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[86927.0, 120751.0, 181439.0, 283525.0, 456118.0, 690470.0, 1154618.0]",282996.0,6.0,-10.984667640794417,0.9499989368224933,0.95,1.873192478948904e-06,1154618.0,86927.0,283525.0,242.82325193553984
467,CU:scenario_mid,2020-08-13,44,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[60325.0, 95438.0, 148687.0, 248398.0, 426340.0, 672791.0, 1122847.0]",309970.0,7.0,-11.243366331042282,0.9499990673220535,0.95,1.5726678746774692e-06,1122847.0,60325.0,248398.0,276.35414175532713
468,CU:nochange,2020-08-13,23,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[189360.0, 253343.0, 351055.0, 507947.0, 730638.0, 1019718.0, 1547906.0]",291495.0,4.0,-11.334667204686841,0.9499994857130428,0.95,1.5493714869904696e-06,1547906.0,189360.0,507947.0,289.2622170989924
469,CU:scenario_high,2020-08-13,37,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[207644.0, 273030.0, 364646.0, 501707.0, 691136.0, 915063.0, 1304368.0]",282996.0,6.0,-11.508771632153369,0.9499995285634348,0.95,1.4413673152559314e-06,1304368.0,207644.0,501707.0,315.5716689460265
470,CU:select,2020-08-13,30,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[208945.0, 273910.0, 366553.0, 505296.0, 691782.0, 910775.0, 1294567.0]",240153.0,5.0,-12.124653412930645,0.9499995185268497,0.95,1.1499627708654037e-06,1294567.0,208945.0,505296.0,429.37330117632496
471,IowaStateLW:STEM,2020-08-16,13,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[281613.0, 286596.0, 300503.0, 323416.0, 349409.0, 365100.0, 372359.0]",293638.0,2.0,-7.552420022324902,0.9499760474408514,0.95,1.0229856126940662e-05,372359.0,281613.0,323416.0,43.65029371646224
472,CEID:Walk,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[262840.119, 293284.432, 326239.644, 356644.309, 394629.972, 428277.60299999994, 460204.01399999997]",291495.0,3.0,-9.928440225417514,0.9499972856844987,0.95,3.1297804116460493e-06,460204.01399999997,262840.119,356644.309,143.1968293267951
473,CU:scenario_mid,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[273238.0, 295445.0, 322989.0, 354982.0, 397820.0, 442506.0, 505314.0]",305813.0,1.0,-8.848995874153708,0.9499987729224744,0.95,5.242033765257004e-06,505314.0,273238.0,354982.0,83.47088906158478
474,UCLA:SuEIR,2020-08-16,13,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[225759.64060336602, 241065.17613731802, 269341.69629781, 295950.316088853, 317935.533364372, 345094.41921241896, 455632.106212719]",293638.0,2.0,-7.517073992256512,0.9499976207975944,0.95,1.0412255554523298e-05,455632.106212719,225759.64060336602,295950.316088853,42.88563820584737
475,LNQ:ens1,2020-08-16,13,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[181489.864859855, 253722.50002610002, 272643.158207502, 303660.152487037, 339629.088904697, 377592.63249556103, 432200.02534762205]",293638.0,2.0,-8.026252645891702,0.9499999999134343,0.95,8.071942860066184e-06,432200.02534762205,181489.864859855,303660.152487037,55.319547271231464
476,Columbia_UNC:SurvCon,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[227223.0, 239602.0, 250639.0, 264842.0, 279843.0, 293223.0, 306172.0]",291495.0,3.0,-7.849249491585188,0.9499942705221871,0.95,8.851245760249649e-06,306172.0,227223.0,264842.0,50.63407384410777
477,UCLA:SuEIR,2020-08-16,41,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[116351.75838928, 154047.650997431, 192495.218023278, 221633.111427641, 235193.96943197897, 280152.189100213, 395157.777130848]",309970.0,6.0,-12.250281310109958,0.9499994784308562,0.95,9.505789783925689e-07,395157.777130848,116351.75838928,221633.111427641,457.2090175059392
478,Columbia_UNC:SurvCon,2020-08-16,13,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[264766.0, 275206.0, 284115.0, 295536.0, 307818.0, 318654.0, 328570.0]",293638.0,2.0,-5.99396517166048,0.9499921665261792,0.95,2.229891318900057e-05,328570.0,264766.0,295536.0,20.025021884850194
479,IowaStateLW:STEM,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[251826.0, 258096.0, 274320.0, 304458.0, 340492.0, 362733.0, 373361.0]",291495.0,3.0,-7.986928530328435,0.9499829037776587,0.95,8.262429673486227e-06,373361.0,251826.0,304458.0,54.24247456834625
480,IowaStateLW:STEM,2020-08-16,41,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[208688.0, 214760.0, 231746.0, 268428.0, 320318.0, 355568.0, 373897.0]",309970.0,6.0,-9.154499007916439,0.949987306563703,0.95,4.469189722272615e-06,373897.0,208688.0,268428.0,97.24654977315716
481,UCLA:SuEIR,2020-08-16,34,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[129932.642921565, 161944.800286443, 204239.88229578102, 230298.736960012, 250176.538539656, 297035.23008634604, 412453.004849575]",282996.0,5.0,-10.587566137650043,0.9499990878148915,0.95,2.2846090938499763e-06,412453.004849575,129932.642921565,230298.736960012,199.09519333701687
482,LNQ:ens1,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[212734.955352225, 286095.189719047, 309159.25466608896, 332671.692836012, 358155.525689778, 381450.84658918297, 419392.25264647]",305813.0,1.0,-7.936094203742427,0.9499999998320819,0.95,8.274350107979889e-06,419392.25264647,212734.955352225,332671.692836012,52.881158419301464
483,CU:select,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[273145.0, 295308.0, 325271.0, 358564.0, 402859.0, 449077.0, 514045.0]",305813.0,1.0,-9.061264179015335,0.9499986527780165,0.95,4.714181913133275e-06,514045.0,273145.0,358564.0,92.81721132946834
484,UCLA:SuEIR,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[176874.106900149, 199202.610820003, 233274.593899178, 263901.389395058, 292942.377819831, 328365.195199206, 446097.06303047703]",291495.0,3.0,-8.525385293877218,0.9499985271284075,0.95,6.312238145483873e-06,446097.06303047703,176874.106900149,263901.389395058,71.00090666849685
485,CU:nochange,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[273088.0, 296431.0, 323918.0, 358387.0, 398009.0, 447281.0, 506531.0]",305813.0,1.0,-8.852074425209214,0.9499984665442842,0.95,5.233971037937879e-06,506531.0,273088.0,358387.0,83.59947269582928
486,Covid19Sim:Simulator,2020-08-16,27,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[233518.64087336898, 240401.77180187, 241898.18994834603, 242609.41410542, 244530.25560694397, 249544.799573642, 260073.333920606]",240153.0,4.0,-6.1607352849297525,0.9499999977600289,0.95,2.268465336621034e-05,260073.333920606,233518.64087336898,242609.41410542,21.766403179509517
487,Columbia_UNC:SurvCon,2020-08-16,27,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[194922.0, 208419.0, 220984.0, 237306.0, 254390.0, 270031.0, 285401.0]",240153.0,4.0,-6.916735498025971,0.9499950559814907,0.95,1.5544214727353234e-05,285401.0,194922.0,237306.0,31.765085584379733
488,LNQ:ens1,2020-08-16,27,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[122678.988015795, 183989.700560587, 203248.673310193, 246959.32407549603, 303297.438715648, 369555.087737843, 501600.52827067603]",240153.0,4.0,-9.119998021928186,0.949999999982463,0.95,5.1657859745646295e-06,501600.52827067603,122678.988015795,246959.32407549603,95.58338529461938
489,RobertWalraven:ESG,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[281995.45, 283748.89, 285318.67, 287060.66, 288802.65, 290372.42, 292125.86]",291495.0,3.0,-4.902537999854311,0.9499701901005637,0.95,3.862554939165763e-05,292125.86,281995.45,287060.66,11.603061665023814
490,UCLA:SuEIR,2020-08-16,27,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[148467.045911781, 174012.240902113, 212763.37307083, 241954.5329572, 269179.968960351, 313013.366884977, 429931.19981340703]",240153.0,4.0,-7.977404798385815,0.9499987176988042,0.95,9.146340701496336e-06,429931.19981340703,148467.045911781,241954.5329572,53.98479318352666
491,CU:scenario_high,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[273145.0, 295308.0, 325271.0, 358564.0, 402859.0, 449077.0, 514045.0]",305813.0,1.0,-9.061264179015335,0.9499986527780165,0.95,4.714181913133275e-06,514045.0,273145.0,358564.0,92.81721132946834
492,LNQ:ens1,2020-08-16,20,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[150302.125006065, 217084.09647559, 237143.77866536198, 276174.01022535696, 317935.224858162, 362598.149166091, 438766.258395077]",291495.0,3.0,-8.459266179667015,0.9499999999557608,0.95,6.524405702229563e-06,438766.258395077,150302.125006065,276174.01022535696,68.69202374764538
493,IowaStateLW:STEM,2020-08-16,27,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[231542.0, 238105.0, 255278.0, 289576.0, 332950.0, 360455.0, 373775.0]",240153.0,4.0,-7.8708430778108385,0.9499853812383503,0.95,9.64688182557294e-06,373775.0,231542.0,289576.0,51.183721339618145
494,CU:scenario_low,2020-08-16,6,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[274834.0, 295006.0, 322257.0, 353217.0, 396546.0, 437734.0, 500078.0]",305813.0,1.0,-8.825155559586943,0.9499985208403908,0.95,5.3048935370961225e-06,500078.0,274834.0,353217.0,82.4818096380433
495,IowaStateLW:STEM,2020-08-16,34,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[217830.0, 224398.0, 241722.0, 277816.0, 326265.0, 358147.0, 374003.0]",282996.0,5.0,-8.762963775247087,0.9499868033993859,0.95,5.6887817186379586e-06,374003.0,217830.0,277816.0,79.95643210379183
496,CovidAnalytics:DELPHI,2020-08-17,19,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[214636.506602399, 235956.17940243398, 255033.600319625, 276230.0, 297426.399680375, 316503.820597566, 337823.493397601]",291495.0,3.0,-7.32253350213409,0.9499975491242155,0.95,1.1518059647552814e-05,337823.493397601,214636.506602399,276230.0,38.91060171163882
497,COVIDhub:ensemble,2020-08-17,12,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[251424.0, 277029.0, 285464.0, 302336.0, 328974.0, 371347.0, 415901.0]",293638.0,2.0,-6.748314341564103,0.9499989022956474,0.95,1.529251291104705e-05,415901.0,251424.0,302336.0,29.199663077971998
498,COVIDhub:ensemble,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[298148.0, 308736.0, 320857.0, 333170.0, 353815.0, 373532.0, 405935.0]",305813.0,1.0,-7.975135115018296,0.9499976915830137,0.95,8.114397278928542e-06,405935.0,298148.0,333170.0,53.923563739366884
499,LANL:GrowthRate,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[159411.676754969, 196428.32124634698, 234091.73610619802, 280694.027388035, 331786.363794155, 379765.68938347796, 438804.359600988]",305813.0,1.0,-8.896680108808841,0.9499991019498261,0.95,5.118530718606351e-06,438804.359600988,159411.676754969,280694.027388035,85.48492583746467
500,DDS:NBDS,2020-08-17,19,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[201617.0, 239384.0, 287443.0, 364277.0, 478842.0, 625616.0, 864759.0]",291495.0,3.0,-9.850154082544453,0.949999256851962,0.95,3.254718916337329e-06,864759.0,201617.0,364277.0,137.69994981353904
501,COVIDhub:baseline,2020-08-17,33,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[198654.165311903, 257427.47536975399, 306461.69690946897, 363236.0, 419835.66703667, 468516.746663467, 526386.037299623]",282996.0,5.0,-9.869701257846923,0.9499993582432463,0.95,3.271103450788737e-06,526386.037299623,198654.165311903,363236.0,139.05237057846404
502,USACE:ERDC_SEIR,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[303145.905830967, 312013.170529144, 319852.30705133104, 328312.943750426, 336722.670855749, 344912.663029935, 354056.390167406]",305813.0,1.0,-8.282105459151342,0.9499942987185539,0.95,6.95982794625058e-06,354056.390167406,303145.905830967,328312.943750426,62.86897064927741
503,COVIDhub:baseline,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[287899.75, 300691.5, 347787.75, 363236.0, 378684.25, 425780.5, 438572.25]",305813.0,1.0,-9.722583097571203,0.9499871297955328,0.95,3.386902999839153e-06,438572.25,287899.75,363236.0,129.19095081779096
504,USACE:ERDC_SEIR,2020-08-17,26,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[205159.33727170102, 213740.527649463, 220900.416301808, 229540.07694837102, 238301.11840824698, 246967.13932272198, 256841.997364632]",240153.0,4.0,-6.369432887158598,0.9499953260597629,0.95,2.043685383612548e-05,256841.997364632,205159.33727170102,229540.07694837102,24.16043658753113
505,COVIDhub:baseline,2020-08-17,40,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[183635.750484755, 246607.518211182, 301492.448136981, 363236.0, 424994.290145401, 480074.648748488, 540794.082425074]",309970.0,6.0,-9.562624328159561,0.9499991340042026,0.95,3.644227693305746e-06,540794.082425074,183635.750484755,363236.0,119.26073707497143
506,UMich:RidgeTfReg,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9]","[293035.126475788, 293123.167509595, 293907.84128531103, 301529.919014908, 325587.511659253, 334995.723343579]",305813.0,1.0,-7.130891968717761,0.8745133128194464,0.875,1.2376029524474585e-05,334995.723343579,293035.126475788,297718.88015010953,35.35521776281676
507,COVIDhub:baseline,2020-08-17,12,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[264320.07174596697, 289665.19569995697, 334842.79542295396, 363236.0, 391846.78375783795, 436810.523695237, 461779.217458675]",293638.0,2.0,-10.056300080453909,0.9499942574033784,0.95,2.925222326814053e-06,461779.217458675,264320.07174596697,363236.0,152.65035430809337
508,USACE:ERDC_SEIR,2020-08-17,12,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[269928.128498508, 278853.29988063197, 286813.744240502, 295667.050042663, 304707.369165215, 313337.36594630603, 323259.59007524897]",293638.0,2.0,-5.408160732275724,0.9499950984377146,0.95,2.9887494867333886e-05,323259.59007524897,269928.128498508,295667.050042663,14.94057051620479
509,DDS:NBDS,2020-08-17,12,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[251571.0, 285063.0, 321617.0, 372672.0, 444819.0, 516953.0, 625866.0]",293638.0,2.0,-9.573523893340727,0.9499993259722741,0.95,3.723851866338501e-06,625866.0,251571.0,372672.0,119.9124564149676
510,CovidAnalytics:DELPHI,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[293150.98000656604, 305459.898836701, 316474.252938685, 328712.0, 340949.747061315, 351964.101163299, 364273.01999343396]",305813.0,1.0,-7.77694545332677,0.9499957564678063,0.95,8.959682190851775e-06,364273.01999343396,293150.98000656604,328712.0,48.8362432457273
511,COVIDhub:baseline,2020-08-17,19,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[230781.625413004, 281467.359461595, 320801.85637856397, 363236.0, 405598.808285583, 444970.21334813297, 496720.394386194]",291495.0,3.0,-9.839167563349854,0.9499997541036926,0.95,3.272647129341777e-06,496720.394386194,230781.625413004,363236.0,136.94560205364002
512,COVIDhub:ensemble,2020-08-17,19,2020-09-05,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[223943.0, 242618.0, 254143.0, 276202.0, 307681.0, 361268.0, 426067.0]",291495.0,3.0,-7.919614820895032,0.9499996116773,0.95,8.545249789049247e-06,426067.0,223943.0,276202.0,52.44722418894796
513,COVIDhub:baseline,2020-08-17,26,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[213902.572488725, 270065.096313963, 312679.449526995, 363236.0, 413512.833898339, 456138.732564326, 512994.82804353]",240153.0,4.0,-11.699639102521825,0.9499998604628087,0.95,1.4222451632864286e-06,512994.82804353,213902.572488725,363236.0,347.17172812554844
514,CovidAnalytics:DELPHI,2020-08-17,33,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[154166.141945452, 181689.72117916102, 206318.56567945, 233683.0, 261047.43432055, 285676.278820839, 313199.85805454804]",282996.0,5.0,-9.234673182195504,0.949998102288935,0.95,4.493542708317033e-06,313199.85805454804,154166.141945452,233683.0,101.22407168795434
515,CovidAnalytics:DELPHI,2020-08-17,12,2020-08-29,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[250720.123233465, 268127.56318119104, 283704.212132996, 301011.0, 318317.787867004, 333894.43681880896, 351301.876766535]",293638.0,2.0,-6.741335648511142,0.9499970001298782,0.95,1.534596699352686e-05,351301.876766535,250720.123233465,301011.0,29.097952889281295
516,CovidAnalytics:DELPHI,2020-08-17,26,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[182809.960013132, 207427.797673402, 229456.505877369, 253932.0, 278407.49412263103, 300436.202326598, 325054.039986868]",240153.0,4.0,-7.686690187564579,0.9499978781046722,0.95,1.057731042922172e-05,325054.039986868,182809.960013132,253932.0,46.68136710748715
517,DDS:NBDS,2020-08-17,5,2020-08-22,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[259463.0, 282617.0, 305599.0, 333668.0, 366259.0, 401445.0, 445444.0]",305813.0,1.0,-8.11999332444898,0.949998780801879,0.95,7.547458024143028e-06,445444.0,259463.0,333668.0,57.97411757404652
518,COVIDhub:ensemble,2020-08-17,26,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[200040.0, 211482.0, 235677.0, 250446.0, 290853.0, 345429.0, 416211.0]",240153.0,4.0,-6.534201403366224,0.9499965065551537,0.95,1.8820666979738054e-05,416211.0,200040.0,250446.0,26.235165400244693
519,DDS:NBDS,2020-08-17,26,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[169303.0, 209224.0, 265844.0, 371912.0, 552435.0, 802887.0, 1313357.0]",240153.0,4.0,-10.33512056751728,0.9499992199542058,0.95,2.813687755356953e-06,1313357.0,169303.0,371912.0,175.48617831395146
520,CU:scenario_mid,2020-08-20,37,2020-09-26,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[86619.0, 132160.0, 201697.0, 322768.0, 526886.0, 855036.0, 1503973.0]",309970.0,6.0,-11.024015274744503,0.9499992775293717,0.95,1.7549651314396897e-06,1503973.0,86619.0,322768.0,247.64781532504313
