,model,forecast_date,delta,target_end_date,quantile,value,deaths,deltaW,score,sumpdf,prange,p,CIHI,CILO,PE
4089,RPI_UW:Mob_Collision,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[191715.123542103, 194892.450674853, 197625.66328618198, 200776.968083693, 202903.860283939, 204593.40376992698, 206043.108066123, 207345.00549815802, 208551.400959864, 209696.12348705198, 210803.720815965, 211893.709698033, 212983.69858010102, 214091.29590901398, 215236.018436202, 216442.413897909, 217744.31132994397, 219194.01562614, 220883.559112127, 223010.45131237397, 226161.756109885, 228894.968721213, 232072.295853964]",199282,4.0,-7.006311245229891,0.9799953120451663,0.98,1.631652355101043e-05,232072.295853964,191715.123542103,211893.709698033
3716,LNQ:ens1,2020-08-23,20,2020-09-12,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[183093.270765134, 188923.310852715, 191126.29441817, 194008.716964787, 196202.58888455, 198428.21061833, 203603.19497750103]",193693,3.0,-3.488393322913587,0.9499999918227398,0.95,9.609723160401706e-05,203603.19497750103,183093.270765134,194008.716964787
3936,CU:scenario_high,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187539.0, 188720.0, 189758.0, 191214.0, 192133.0, 193089.0, 194015.0, 194889.0, 195724.0, 196579.0, 197531.0, 198471.0, 199678.0, 200851.0, 202084.0, 203461.0, 205199.0, 207476.0, 210418.0, 214746.0, 222942.0, 231500.0, 249839.0]",199282,4.0,-5.231287482715767,0.9799966769278183,0.98,3.963411314131249e-05,249839.0,187539.0,198471.0
4085,QJHong:Encounter,2020-08-23,27,2020-09-19,"[0.025, 0.25, 0.75, 0.975]","[194692.45634328199, 197764.315280781, 200790.325577423, 203862.184514922]",199282,4.0,-2.02371297611037,0.949946149662713,0.95,0.0001970539292271145,203862.184514922,194692.45634328199,199277.320429102
2913,CEID:Walk,2020-08-23,6,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[180852.255, 181154.891, 181448.885, 181869.193, 182087.329, 182371.00199999998, 182644.509, 182728.794, 182900.47, 183066.517, 183240.289, 183315.532, 183380.86, 183509.958, 183691.038, 183756.056, 183935.813, 184031.90600000002, 184121.629, 184384.8, 184838.211, 184984.549, 185820.90300000002]",182714,1.0,0.11219655675067575,0.9799842076375942,0.98,0.0005987424980199024,185820.90300000002,180852.255,183315.532
3750,RPI_UW:Mob_Collision,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187623.763872848, 189766.655215632, 191610.021478562, 193735.36252369898, 195169.806851438, 196309.28917671103, 197287.016258664, 198165.057649979, 198978.68944892602, 199750.727042449, 200497.72621132698, 201232.84967879698, 201967.973146267, 202714.972315146, 203487.009908668, 204300.641707615, 205178.68309893, 206156.41018088302, 207295.89250615603, 208730.336833895, 210855.67787903198, 212699.044141962, 214841.935484747]",193693,3.0,-5.9327006952193555,0.9799930548266418,0.98,2.830976567440649e-05,214841.935484747,187623.763872848,201232.84967879698
2949,CU:scenario_mid,2020-08-23,6,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[179954.0, 180353.0, 180611.0, 180852.0, 181072.0, 181189.0, 181280.0, 181411.0, 181536.0, 181656.0, 181741.0, 181867.0, 182018.0, 182144.0, 182238.0, 182394.0, 182537.0, 182758.0, 182957.0, 183326.0, 183867.0, 184281.0, 185074.0]",182714,1.0,-1.9324056040281254,0.9799991030923002,0.98,0.00021540727507085577,185074.0,179954.0,181867.0
3746,QJHong:Encounter,2020-08-23,20,2020-09-12,"[0.025, 0.25, 0.75, 0.975]","[190623.08207936102, 193013.32082765398, 195367.884370748, 197758.123119041]",193693,3.0,-1.731696935500703,0.9499306726989438,0.95,0.00023129841157119857,197758.123119041,190623.08207936102,194190.602599201
3734,OliverWyman:Navigator,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187643.513647, 188332.279247, 189053.50144700002, 190051.007747, 190720.006647, 191255.408247, 191746.613747, 192184.091047, 192577.320947, 192935.789247, 193322.369447, 193700.217147, 194060.588847, 194485.697047, 194882.102147, 195302.474947, 195789.508247, 196315.722247, 196914.361147, 197764.623547, 199021.099947, 200135.983547, 201396.920447]",193693,3.0,-2.8060836120386297,0.979982748228709,0.98,0.00013516758291878817,201396.920447,187643.513647,193700.217147
3687,IowaStateLW:STEM,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[192313.0, 192532.0, 192711.0, 193002.0, 193210.0, 193395.0, 193573.0, 193720.0, 193893.0, 194082.0, 194248.0, 194413.0, 194583.0, 194764.0, 194915.0, 195079.0, 195235.0, 195411.0, 195601.0, 195825.0, 196116.0, 196285.0, 196500.0]",193693,3.0,-0.9692370140201119,0.9799456273607619,0.98,0.00033864036110725637,196500.0,192313.0,194413.0
3963,Columbia_UNC:SurvCon,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[192760.0, 193505.0, 194050.0, 194867.0, 195324.0, 195914.0, 196262.0, 196590.0, 196878.0, 197252.0, 197587.0, 197858.0, 198222.0, 198476.0, 198850.0, 199101.0, 199562.0, 199993.0, 200400.0, 201023.0, 201845.0, 202750.0, 203502.0]",199282,4.0,-3.3142331311935953,0.979972652317794,0.98,0.00010335993034785163,203502.0,192760.0,197858.0
3694,JHU_IDD:CovidSP,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[192716.93, 192965.525, 193244.05, 193996.9, 194459.15, 195035.2, 195454.25, 195644.7, 195909.55, 196097.4, 196357.5, 196618.5, 196879.45, 197229.6, 197528.2, 197936.2, 198166.75, 198525.6, 199034.15, 199742.2, 200960.65, 202443.375, 203818.66]",193693,3.0,-4.415857159928449,0.9799648289919131,0.98,6.0438637226267744e-05,203818.66,192716.93,196618.5
4039,Karlen:pypm,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[198568.8, 198791.1, 199221.0, 199326.7, 199687.3, 199975.1, 200621.7, 200699.7, 201010.0, 201086.1, 201477.6, 201703.8, 201803.7, 202129.3, 202240.9, 202459.8, 202594.9, 202808.4, 204065.7, 204898.3, 206033.8, 207303.8, 207578.7]",199282,4.0,0.2556805308610448,0.979873406865856,0.98,0.0006159551775584138,207578.7,198568.8,201703.8
4073,OliverWyman:Navigator,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[190266.220177, 191027.084677, 191891.044677, 193092.593277, 193962.016677, 194688.681577, 195355.090377, 195990.40407699998, 196593.587977, 197130.547877, 197676.172477, 198246.650977, 198843.589877, 199451.013777, 200095.384177, 200737.169577, 201464.970977, 202299.608477, 203435.882377, 204830.190977, 206975.24167699998, 208759.05297699998, 211052.555777]",199282,4.0,-3.780573902883421,0.9799887959154303,0.98,8.18629887014144e-05,211052.555777,190266.220177,198246.650977
3790,UMass:MechBayes,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187410.0, 188027.0, 188508.0, 189282.0, 189802.0, 190208.0, 190579.0, 190861.0, 191179.0, 191465.0, 191719.0, 192049.0, 192347.0, 192634.0, 192932.0, 193222.0, 193550.0, 193916.0, 194289.0, 194974.0, 195814.0, 196400.0, 197312.0]",193693,3.0,-2.790428990607615,0.9799948181214795,0.98,0.00013622973305565944,197312.0,187410.0,192049.0
4026,IowaStateLW:STEM,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[196506.0, 196769.0, 197050.0, 197477.0, 197791.0, 198078.0, 198350.0, 198603.0, 198888.0, 199193.0, 199450.0, 199756.0, 200055.0, 200352.0, 200644.0, 200902.0, 201146.0, 201473.0, 201836.0, 202239.0, 202691.0, 202925.0, 203159.0]",199282,4.0,-1.9895451071857861,0.9799148254673498,0.98,0.00020044930625784385,203159.0,196506.0,199756.0
4056,LNQ:ens1,2020-08-23,27,2020-09-19,"[0.025, 0.1, 0.25, 0.5, 0.75, 0.9, 0.975]","[184660.584661887, 192406.442907357, 195352.44483996398, 199160.25959382698, 202493.35332955103, 205419.63730112, 213119.057605104]",199282,4.0,-4.042590414396122,0.949999996433451,0.95,7.181107589646074e-05,213119.057605104,184660.584661887,199160.25959382698
4133,UMass:MechBayes,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[189470.0, 190206.0, 190910.0, 191953.0, 192709.0, 193341.0, 193804.0, 194278.0, 194714.0, 195118.0, 195487.0, 195916.0, 196338.0, 196722.0, 197134.0, 197512.0, 197939.0, 198589.0, 199206.0, 200014.0, 200939.0, 201962.0, 202778.0]",199282,4.0,-4.145463097675996,0.9799701221944772,0.98,6.821076404134319e-05,202778.0,189470.0,195916.0
4162,WalmartLabsML:LogForecasting,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[190714.0, 190859.0, 191071.0, 191542.0, 191995.0, 192415.0, 192917.0, 193344.0, 193799.0, 194224.0, 194615.0, 195066.0, 196527.0, 197987.0, 199608.0, 201209.0, 202755.0, 204494.0, 206312.0, 207960.0, 209517.0, 210115.0, 210576.0]",199282,4.0,-5.758830005469757,0.9799084306566981,0.98,3.0444913291433062e-05,210576.0,190714.0,195066.0
3819,WalmartLabsML:LogForecasting,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[189427.0, 189458.0, 189541.0, 189709.0, 189844.0, 190005.0, 190144.0, 190305.0, 190439.0, 190578.0, 190741.0, 190920.0, 191956.0, 193381.0, 194650.0, 196229.0, 197304.0, 198642.0, 199617.0, 201236.0, 202577.0, 203255.0, 203498.0]",193693,3.0,-5.229106287590596,0.9796308037867255,0.98,4.024573460781333e-05,203498.0,189427.0,190920.0
2928,CU:nochange,2020-08-23,6,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[179974.0, 180389.0, 180576.0, 180883.0, 181051.0, 181171.0, 181279.0, 181407.0, 181550.0, 181646.0, 181747.0, 181851.0, 182025.0, 182151.0, 182273.0, 182404.0, 182548.0, 182727.0, 182954.0, 183249.0, 183754.0, 184189.0, 184889.0]",182714,1.0,-1.617515487626501,0.9799998691265244,0.98,0.00025213775804458494,184889.0,179974.0,181851.0
2964,Columbia_UNC:SurvCon,2020-08-23,6,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181469.0, 181691.0, 181873.0, 182079.0, 182216.0, 182342.0, 182439.0, 182537.0, 182616.0, 182695.0, 182767.0, 182867.0, 182929.0, 182996.0, 183076.0, 183167.0, 183253.0, 183355.0, 183479.0, 183626.0, 183842.0, 184043.0, 184274.0]",182714,1.0,0.4919183245244687,0.9799351951562214,0.98,0.0007239284077190933,184274.0,181469.0,182867.0
3625,Columbia_UNC:SurvCon,2020-08-23,20,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[189601.0, 190240.0, 190692.0, 191341.0, 191676.0, 192071.0, 192391.0, 192606.0, 192835.0, 193101.0, 193345.0, 193568.0, 193805.0, 194037.0, 194280.0, 194509.0, 194827.0, 195151.0, 195481.0, 195860.0, 196515.0, 197226.0, 197666.0]",193693,3.0,-1.9374324234762659,0.9799470513623971,0.98,0.00020868813443719603,197666.0,189601.0,193568.0
4122,UCLA:SuEIR,2020-08-23,27,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[196419.86653260398, 196680.79752289, 196908.16101676802, 197316.150514323, 197624.40877215398, 197854.182592595, 198072.626572253, 198260.58599322897, 198420.413788049, 198653.23582424602, 198676.266133698, 198676.266133698, 198755.50988837398, 198844.611090458, 198976.36692444398, 199181.87098120802, 199345.168409477, 199537.454544085, 199726.82936593698, 200071.814933275, 200735.761578128, 201260.574942302, 202138.666468547]",199282,4.0,-1.0518577946213936,0.9799852465202933,0.98,0.00032034708045744487,202138.666468547,196419.86653260398,198676.266133698
3389,MOBS:GLEAM_COVID,2020-08-24,12,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181148.702435003, 181438.96284363102, 181778.236045722, 182280.07988864198, 182682.72368003102, 183062.770641918, 183432.835748555, 183797.56881747302, 184169.55849587102, 184546.05445745698, 184941.215596753, 186563.80640556698, 189061.90903583198, 189695.919188391, 190393.821026117, 192208.59921722198, 193248.182705923, 194597.76175829602, 195896.260311098, 197517.736310748, 199991.80463471301, 202148.503134292, 204198.101072351]",188538,2.0,-6.338114661534022,0.9799713408537994,0.98,2.3429297413724015e-05,204198.101072351,181148.702435003,186563.80640556698
3074,PSI:DRAFT,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181530.81, 181774.875, 181977.65, 182222.8, 182393.4, 182525.2, 182642.5, 182746.4, 182831.3, 182924.6, 183012.2, 183096.5, 183188.25, 183274.8, 183370.4, 183476.0, 183587.25, 183704.8, 183850.3, 184034.8, 184291.4, 184526.6, 184771.31]",182714,1.0,-0.2779098189176663,0.9799274692234927,0.98,0.0004926398754769717,184771.31,181530.81,183096.5
3405,PSI:DRAFT,2020-08-24,12,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[186680.62, 187143.575, 187546.45, 188030.7, 188371.65, 188631.4, 188868.75, 189070.5, 189256.95, 189442.8, 189617.85, 189787.0, 189969.25, 190147.2, 190333.1, 190542.6, 190754.25, 190989.6, 191276.05, 191649.3, 192161.55, 192602.9, 193133.6]",188538,2.0,-2.0391192359104098,0.9799726057831245,0.98,0.00020103619737168316,193133.6,186680.62,189787.0
3094,SteveMcConnell:CovidComplete,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[182437.5, 182438.0, 182479.0, 182561.0, 182643.0, 182725.0, 182807.0, 182888.0, 182970.0, 183052.0, 183134.0, 183216.0, 183305.0, 183395.0, 183484.0, 183574.0, 183663.0, 183753.0, 183842.0, 183932.0, 184021.0, 184066.0, 184066.5]",182714,1.0,0.14865139255566806,0.9626146905169644,0.98,0.0006097560975609831,184066.5,182437.5,183216.0
4079,PSI:DRAFT,2020-08-24,26,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[196992.22, 197872.2, 198670.85, 199632.5, 200319.75, 200853.8, 201331.5, 201750.4, 202134.5, 202523.6, 202880.5, 203235.5, 203605.05, 203952.4, 204339.15, 204755.4, 205204.0, 205678.6, 206248.1, 207006.3, 208034.25, 208912.425, 209925.09]",199282,4.0,-4.544720407845854,0.9799839555995402,0.98,5.586699228362843e-05,209925.09,196992.22,203235.5
2921,COVIDhub:ensemble,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[180852.0, 181090.0, 181285.0, 181546.0, 181721.0, 181840.0, 181954.0, 182043.0, 182139.0, 182229.0, 182359.0, 182517.0, 182748.0, 182861.0, 182915.0, 182931.0, 183048.0, 183223.0, 183441.0, 183626.0, 183867.0, 184043.0, 184274.0]",182714,1.0,-1.6550613518633162,0.9799539933798701,0.98,0.00024744854587391285,184274.0,180852.0,182517.0
4069,NotreDame:mobility,2020-08-24,26,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[195830.26, 195988.0, 196150.0, 196379.0, 196607.0, 196958.0, 197729.0, 198197.0, 198954.0, 199391.0, 199734.0, 200051.0, 200365.0, 200704.0, 201230.0, 203113.0, 203638.0, 205229.0, 205592.1, 205867.0, 206255.0, 207011.1, 208171.74]",199282,4.0,-2.916966535394951,0.9799660242479615,0.98,0.00012607168377834488,208171.74,195830.26,200051.0
3761,SteveMcConnell:CovidComplete,2020-08-24,19,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[192355.5, 192356.0, 192496.0, 192775.0, 193054.0, 193334.0, 193613.0, 193893.0, 194172.0, 194451.0, 194731.0, 195010.0, 195401.0, 195793.0, 196184.0, 196575.0, 196966.0, 197358.0, 197749.0, 198140.0, 198531.0, 198727.0, 198727.5]",193693,3.0,-2.2499406416068046,0.960378740825288,0.98,0.0001784996871869865,198727.5,192355.5,195010.0
2917,COVIDhub:baseline,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[177386.07, 178596.6, 181027.65, 181503.0, 181650.95, 182150.8, 182357.0, 182603.6, 182926.4, 183023.0, 183208.5, 183225.0, 183241.5, 183427.0, 183523.6, 183846.4, 184093.0, 184299.2, 184799.05, 184947.0, 185422.35, 187853.4, 189063.93]",182714,1.0,-3.124303637557346,0.9799738295584716,0.98,0.0001186978895890145,189063.93,177386.07,183225.0
3912,epiforecasts:ensemble1,2020-08-24,19,2020-09-12,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[178434.0, 179950.0, 180940.0, 182425.0, 183603.0, 184382.0, 185021.0, 185642.0, 186184.0, 186678.0, 187231.0, 187683.0, 188250.0, 188828.0, 189348.0, 189914.0, 190459.0, 191106.0, 191920.0, 192916.0, 194224.0, 195404.0, 196761.0]",193693,3.0,-5.347403300995675,0.9799912328662165,0.98,3.7934292529462343e-05,196761.0,178434.0,187683.0
3921,COVIDhub:baseline,2020-08-24,26,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[179895.11913819102, 183716.77010545103, 188025.14281442802, 192789.174622746, 195308.23491384898, 197066.937067371, 198488.313083131, 199698.69012690103, 200821.95364003602, 201885.082910829, 202884.454474545, 203854.943104431, 204808.26174011698, 205797.01925219301, 206835.020705707, 207941.161751618, 209206.528332783, 210644.92706327102, 212443.32608326102, 215097.830206302, 219969.924455745, 224832.46302663, 229452.426757568]",199282,4.0,-5.099958005982052,0.9799949935840107,0.98,4.232402656757783e-05,229452.426757568,179895.11913819102,203854.943104431
3426,SteveMcConnell:CovidComplete,2020-08-24,12,2020-09-05,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[187380.5, 187381.0, 187455.0, 187604.0, 187752.0, 187900.0, 188049.0, 188197.0, 188346.0, 188494.0, 188643.0, 188791.0, 188953.0, 189115.0, 189277.0, 189439.0, 189602.0, 189764.0, 189926.0, 190088.0, 190250.0, 190331.0, 190331.5]",188538,2.0,-1.0161007824581576,0.9552841889458485,0.98,0.00033528945549236855,190331.5,187380.5,188791.0
3925,COVIDhub:ensemble,2020-08-24,26,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[195306.0, 195824.0, 196908.0, 197316.0, 197791.0, 198078.0, 198350.0, 198603.0, 198954.0, 199844.0, 200070.0, 200292.0, 200638.0, 200740.0, 201230.0, 202460.0, 203638.0, 204952.0, 205593.0, 206192.0, 206813.0, 207269.0, 208418.0]",199282,4.0,-5.252151528825748,0.979984537253313,0.98,3.922279831232445e-05,208418.0,195306.0,200292.0
3064,NotreDame:mobility,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[181502.0, 181543.65, 181585.0, 181637.0, 181687.0, 181735.0, 181793.0, 181873.0, 181987.0, 182070.0, 182128.0, 182180.0, 182228.0, 182285.0, 182377.0, 182699.0, 182806.0, 182916.0, 183018.0, 183151.0, 183291.0, 183382.0, 183474.0]",182714,1.0,-0.8907779320087093,0.9797223145579618,0.98,0.0003626159825067532,183474.0,181502.0,182180.0
3007,IHME:CurveFit,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[180847.214926455, 181029.339535725, 181169.11005556802, 181353.997043143, 181469.67317841, 181551.330199472, 181622.497833432, 181685.67087535, 181766.070850601, 181850.753338323, 181918.48323516198, 181991.5966149, 182049.579649489, 182119.690751223, 182192.783914563, 182270.55081248103, 182345.795694009, 182440.489383448, 182539.70175669398, 182657.797392549, 182834.34612188698, 182939.720668991, 183065.98790515898]",182714,1.0,-1.300876709170697,0.9799009075097602,0.98,0.0002953895478061408,183065.98790515898,180847.214926455,181991.5966149
4063,MOBS:GLEAM_COVID,2020-08-24,26,2020-09-19,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[184292.64694636897, 184875.26557557698, 185514.72819981, 186460.758922329, 187220.22826497103, 187943.27875397302, 188660.249636502, 189390.398992161, 190148.289294157, 190919.29026612602, 191735.885317198, 195154.33638632103, 200763.52589076897, 202131.969526787, 203785.17783716, 208277.702125901, 210730.16785516898, 213867.691018788, 216866.685605215, 220640.508949737, 226944.481846405, 232106.32654140398, 237052.67474176802]",199282,4.0,-8.133619788437397,0.97998705544709,0.98,9.286149950937794e-06,237052.67474176802,184292.64694636897,195154.33638632103
3045,LANL:GrowthRate,2020-08-24,5,2020-08-29,"[0.01, 0.025, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 0.975, 0.99]","[179194.70260527602, 179439.076649359, 179632.24871172302, 179919.365096591, 180147.45465315398, 180383.364236735, 180543.567725865, 180697.180466521, 180847.91455014603, 180969.511333341, 181109.346319099, 181240.913066935, 181358.470701218, 181477.530940911, 181589.817396907, 181751.772849904, 181891.121458862, 182068.47562233103, 182281.23144888898, 182529.92318550101, 183019.443560065, 183449.560059079, 183917.99082892897]",182714,1.0,-3.3026114358611265,0.9799603129118801,0.98,0.0001085735282233824,183917.99082892897,179194.70260527602,181240.913066935
